scrambleMode,nodeMode,matrixMode,lastStep,matrixSize,numBytesIn,numBytesOut,Loading Key,Loading Scrambled Data,Descrambling,Outputting Descrambled Data
scrambling,byte,array,Done,15996,15996,14051,43,1,453,3
scrambling,bit,linked,Done,117992,14749,14051,347,16,12756,1258
scrambling,byte,array,Done,16000,16000,14051,41,2,442,4
scrambling,bit,array,Done,118320,14790,14051,329,10,14032,75
scrambling,byte,array,Done,15946,15946,14101,47,2,442,3
scrambling,bit,linked,Done,117992,14749,14101,360,15,12778,1285
scrambling,byte,array,Done,15996,15996,14101,63,2,447,3
scrambling,bit,array,Done,119016,14877,14101,334,10,14237,74
scrambling,byte,hashed,Done,16002,16002,14101,42,4,1634,4
scrambling,bit,array,Done,117992,14749,14101,356,10,14031,76
scrambling,byte,linked,Done,16002,16002,14151,77,2,320,21
scrambling,bit,linked,Done,118320,14790,14151,338,16,12568,1324
scrambling,byte,linked,Done,15996,15996,14151,42,2,342,20
scrambling,bit,hashed,Done,118680,14835,14151,329,97,85734,143
scrambling,byte,array,Done,15996,15996,14151,42,2,453,3
scrambling,bit,hashed,Done,119016,14877,14151,361,73,80179,139
scrambling,byte,linked,Done,16125,16125,14201,56,2,324,22
scrambling,bit,hashed,Done,119024,14878,14201,355,90,80977,150
scrambling,byte,hashed,Done,16128,16128,14201,62,4,1649,4
scrambling,bit,array,Done,119016,14877,14201,336,10,14038,74
scrambling,byte,hashed,Done,16113,16113,14201,45,4,1578,4
scrambling,bit,array,Done,119024,14878,14201,354,10,14327,77
scrambling,byte,array,Done,16120,16120,14251,55,2,450,3
scrambling,bit,linked,Done,120408,15051,14251,357,16,13143,1280
scrambling,byte,array,Done,16125,16125,14251,43,2,466,3
scrambling,bit,array,Done,120408,15051,14251,369,10,14694,77
scrambling,byte,array,Done,16120,16120,14251,42,2,460,3
scrambling,bit,hashed,Done,120056,15007,14251,376,74,81564,150
scrambling,byte,array,Done,16244,16244,14301,43,2,471,4
scrambling,bit,linked,Done,120400,15050,14301,366,16,13110,1581
scrambling,byte,linked,Done,16256,16256,14301,51,2,334,20
scrambling,bit,linked,Done,120056,15007,14301,349,15,13254,1549
scrambling,byte,array,Done,16256,16256,14301,44,2,455,4
scrambling,bit,array,Done,121104,15138,14301,342,10,14405,76
scrambling,byte,array,Done,16254,16254,14351,43,2,479,3
scrambling,bit,hashed,Done,120408,15051,14351,377,75,81907,149
scrambling,byte,linked,Done,16250,16250,14351,44,2,339,21
scrambling,bit,linked,Done,121800,15225,14351,363,17,13533,1472
scrambling,byte,array,Done,16244,16244,14351,43,1,452,4
scrambling,bit,hashed,Done,122144,15268,14351,348,78,85174,139
scrambling,byte,hashed,Done,16384,16384,14401,79,5,1745,5
scrambling,bit,linked,Done,120408,15051,14401,367,16,13139,1420
scrambling,byte,hashed,Done,16380,16380,14401,43,4,1749,5
scrambling,bit,linked,Done,121800,15225,14401,358,17,13714,1421
scrambling,byte,hashed,Done,16383,16383,14401,45,4,1755,5
scrambling,bit,array,Done,121800,15225,14401,388,26,14388,79
scrambling,byte,hashed,Done,16384,16384,14451,44,4,1725,7
scrambling,bit,array,Done,121104,15138,14451,575,10,14592,79
scrambling,byte,array,Done,16383,16383,14451,65,2,461,4
scrambling,bit,linked,Done,121104,15138,14451,366,15,13466,1410
scrambling,byte,linked,Done,16380,16380,14451,54,2,344,26
scrambling,bit,linked,Done,121792,15224,14451,356,16,13683,1517
scrambling,byte,linked,Done,16383,16383,14501,50,2,336,20
scrambling,bit,hashed,Done,121800,15225,14501,403,77,85345,160
scrambling,byte,linked,Done,16384,16384,14501,88,2,334,20
scrambling,bit,array,Done,121800,15225,14501,608,10,14895,79
scrambling,byte,hashed,Done,16380,16380,14501,47,4,1568,4
scrambling,bit,array,Done,121800,15225,14501,338,10,14698,77
scrambling,byte,hashed,Done,16510,16510,14551,68,4,1749,5
scrambling,bit,linked,Done,123200,15400,14551,370,16,13631,1404
scrambling,byte,array,Done,16512,16512,14551,54,2,556,3
scrambling,bit,array,Done,122848,15356,14551,357,10,15127,80
scrambling,byte,hashed,Done,16506,16506,14551,62,4,1784,5
scrambling,bit,hashed,Done,121792,15224,14551,360,88,86522,156
scrambling,byte,array,Done,16500,16500,14601,64,2,467,3
scrambling,bit,hashed,Done,122144,15268,14601,368,79,84837,154
scrambling,byte,linked,Done,16512,16512,14601,61,2,342,21
scrambling,bit,linked,Done,122848,15356,14601,362,16,13489,1610
scrambling,byte,hashed,Done,16510,16510,14601,44,4,1741,4
scrambling,bit,array,Done,123200,15400,14601,344,11,14958,79
scrambling,byte,array,Done,16640,16640,14651,48,2,474,4
scrambling,bit,linked,Done,124600,15575,14651,650,16,14110,1524
scrambling,byte,array,Done,16637,16637,14651,81,1,486,3
scrambling,bit,array,Done,123200,15400,14651,376,10,14942,80
scrambling,byte,linked,Done,16640,16640,14651,44,2,342,22
scrambling,bit,array,Done,123552,15444,14651,380,10,15023,78
scrambling,byte,array,Done,16640,16640,14701,51,2,488,4
scrambling,bit,linked,Done,122848,15356,14701,376,16,13667,1606
scrambling,byte,linked,Done,16632,16632,14701,45,2,343,22
scrambling,bit,array,Done,124584,15573,14701,357,10,15270,78
scrambling,byte,array,Done,16637,16637,14701,54,2,491,3
scrambling,bit,array,Done,122848,15356,14701,351,10,14918,79
scrambling,byte,array,Done,16640,16640,14751,60,2,474,3
scrambling,bit,hashed,Done,123552,15444,14751,352,96,90928,162
scrambling,byte,hashed,Done,16641,16641,14751,57,5,1788,5
scrambling,bit,hashed,Done,123552,15444,14751,341,101,97431,168
scrambling,byte,array,Done,16640,16640,14751,50,2,487,4
scrambling,bit,linked,Done,123552,15444,14751,598,15,14305,1643
scrambling,byte,linked,Done,16770,16770,14801,72,2,348,23
scrambling,bit,array,Done,125312,15664,14801,418,10,15393,80
scrambling,byte,hashed,Done,16758,16758,14801,64,5,1857,5
scrambling,bit,linked,Done,124960,15620,14801,387,17,14067,1534
scrambling,byte,hashed,Done,16770,16770,14801,57,5,1839,5
scrambling,bit,array,Done,124256,15532,14801,346,10,15355,80
scrambling,byte,linked,Done,16768,16768,14851,46,2,354,23
scrambling,bit,array,Done,124608,15576,14851,624,11,15541,81
scrambling,byte,hashed,Done,16768,16768,14851,43,5,1796,5
scrambling,bit,array,Done,124960,15620,14851,389,10,15496,82
scrambling,byte,array,Done,16768,16768,14851,43,2,498,3
scrambling,bit,array,Done,125664,15708,14851,386,10,15553,80
scrambling,byte,hashed,Done,16896,16896,14901,47,5,1769,4
scrambling,bit,array,Done,124608,15576,14901,376,11,15330,81
scrambling,byte,hashed,Done,16896,16896,14901,66,4,1769,4
scrambling,bit,array,Done,125664,15708,14901,563,10,15425,81
scrambling,byte,array,Done,16884,16884,14901,86,2,511,3
scrambling,bit,hashed,Done,124960,15620,14901,366,80,88975,157
scrambling,byte,hashed,Done,16900,16900,14951,78,4,1782,5
scrambling,bit,linked,Done,124960,15620,14951,383,16,14175,1654
scrambling,byte,linked,Done,16899,16899,14951,44,2,346,24
scrambling,bit,array,Done,126024,15753,14951,373,10,15836,82
scrambling,byte,array,Done,16899,16899,14951,44,2,487,4
scrambling,bit,linked,Done,128160,16020,14951,352,17,14800,1700
