scrambleMode,nodeMode,matrixMode,lastStep,matrixSize,numBytesIn,numBytesOut,Loading Data,Padding Data,Scrambling,Outputting Scrambled Data,Outputting key
scrambling,bit,hashed,Done,59280,6851,9880,18,2,13841,9,129
scrambling,byte,linked,Done,8184,6851,10912,1,26,142,1,17
scrambling,bit,linked,Done,59048,6851,9844,6,3,3426,2,129
scrambling,byte,array,Done,8188,6851,10920,1,1,159,1,18
scrambling,bit,array,Done,59536,6851,9924,5,1,4066,5,129
scrambling,byte,hashed,Done,8281,6901,11044,8,3,594,1,17
scrambling,bit,hashed,Done,59048,6901,9844,18,2,13656,8,126
scrambling,byte,linked,Done,8272,6901,11032,4,26,143,1,18
scrambling,bit,linked,Done,59272,6901,9880,6,2,3479,2,129
scrambling,byte,array,Done,8281,6901,11044,1,1,163,1,18
scrambling,bit,array,Done,58800,6901,9800,5,1,3931,4,128
scrambling,byte,hashed,Done,8277,6951,11036,3,1,558,1,18
scrambling,bit,hashed,Done,59272,6951,9880,19,1,14080,8,128
scrambling,byte,linked,Done,8272,6951,11032,3,1,142,0,18
scrambling,bit,linked,Done,60264,6951,10044,6,2,3516,2,134
scrambling,byte,array,Done,8280,6951,11040,0,1,159,1,18
scrambling,bit,array,Done,60264,6951,10044,5,1,4114,5,131
scrambling,byte,hashed,Done,8366,7001,11156,2,1,567,47,21
scrambling,bit,hashed,Done,60024,7001,10004,18,2,14101,8,129
scrambling,byte,linked,Done,8360,7001,11148,3,2,146,0,18
scrambling,bit,linked,Done,59768,7001,9964,6,3,3568,2,145
scrambling,byte,array,Done,8370,7001,11160,1,1,192,0,19
scrambling,bit,array,Done,60024,7001,10004,25,2,4071,5,129
scrambling,byte,hashed,Done,8372,7051,11164,2,1,589,1,18
scrambling,bit,hashed,Done,61008,7051,10168,41,3,14477,42,140
scrambling,byte,linked,Done,8372,7051,11164,1,24,145,0,19
scrambling,bit,linked,Done,61256,7051,10212,34,14,3833,2,133
scrambling,byte,array,Done,8352,7051,11136,1,1,167,1,18
scrambling,bit,array,Done,61256,7051,10212,6,1,4310,5,132
scrambling,byte,hashed,Done,8464,7101,11288,8,19,616,1,18
scrambling,bit,hashed,Done,60760,7101,10128,24,2,14417,9,130
scrambling,byte,linked,Done,8455,7101,11276,3,25,157,1,17
scrambling,bit,linked,Done,60984,7101,10164,6,2,3582,2,133
scrambling,byte,array,Done,8455,7101,11276,1,1,177,1,18
scrambling,bit,array,Done,60512,7101,10088,5,1,4118,5,131
scrambling,byte,hashed,Done,8544,7151,11392,2,23,602,1,17
scrambling,bit,hashed,Done,61000,7151,10168,18,3,15346,9,131
scrambling,byte,linked,Done,8556,7151,11408,3,25,149,1,18
scrambling,bit,linked,Done,61008,7151,10168,6,3,3584,69,163
scrambling,byte,array,Done,8556,7151,11408,5,2,207,1,18
scrambling,bit,array,Done,61008,7151,10168,5,1,4232,5,132
scrambling,byte,hashed,Done,8556,7201,11408,3,0,593,49,52
scrambling,bit,hashed,Done,61504,7201,10252,19,2,14599,9,132
scrambling,byte,linked,Done,8550,7201,11400,2,25,149,0,19
scrambling,bit,linked,Done,61488,7201,10248,7,21,3715,2,134
scrambling,byte,array,Done,8544,7201,11392,2,1,201,1,19
scrambling,bit,array,Done,61992,7201,10332,25,4,4259,5,135
scrambling,byte,hashed,Done,8648,7251,11532,2,0,633,2,17
scrambling,bit,hashed,Done,61752,7251,10292,19,2,15298,9,133
scrambling,byte,linked,Done,8645,7251,11528,2,0,139,0,18
scrambling,bit,linked,Done,61752,7251,10292,7,1,3720,3,137
scrambling,byte,array,Done,8645,7251,11528,4,22,214,1,18
scrambling,bit,array,Done,62208,7251,10368,14,2,4462,61,145
scrambling,byte,hashed,Done,8649,7301,11532,6,24,622,1,18
scrambling,bit,hashed,Done,62496,7301,10416,20,4,16631,9,135
scrambling,byte,linked,Done,8648,7301,11532,1,1,119,0,29
scrambling,bit,linked,Done,63000,7301,10500,7,3,3897,2,137
scrambling,byte,array,Done,8640,7301,11520,1,1,176,1,19
scrambling,bit,array,Done,63240,7301,10540,5,0,4414,50,140
scrambling,byte,hashed,Done,8742,7351,11656,2,16,646,43,20
scrambling,bit,hashed,Done,62720,7351,10456,20,10,18182,10,136
scrambling,byte,linked,Done,8740,7351,11656,15,1,114,0,19
scrambling,bit,linked,Done,63000,7351,10500,13,6,3813,3,137
scrambling,byte,array,Done,8742,7351,11656,2,1,191,1,19
scrambling,bit,array,Done,63000,7351,10500,5,1,4414,86,157
scrambling,byte,hashed,Done,8836,7401,11784,5,1,637,1,18
scrambling,bit,hashed,Done,65280,7401,10880,20,5,19304,11,140
scrambling,byte,linked,Done,8811,7401,11748,1,1,128,1,18
scrambling,bit,linked,Done,63000,7401,10500,7,2,3962,2,141
scrambling,byte,array,Done,8827,7401,11772,1,29,217,1,18
scrambling,bit,array,Done,64000,7401,10668,5,1,4506,63,139
scrambling,byte,hashed,Done,8827,7451,11772,3,1,628,52,23
scrambling,bit,hashed,Done,65280,7451,10880,21,5,19248,11,140
scrambling,byte,linked,Done,8835,7451,11780,5,2,158,0,20
scrambling,bit,linked,Done,63504,7451,10584,7,3,4174,3,140
scrambling,byte,array,Done,8836,7451,11784,3,3,226,1,18
scrambling,bit,array,Done,65024,7451,10840,9,2,4674,5,141
scrambling,byte,hashed,Done,8930,7501,11908,2,1,613,1,18
scrambling,bit,hashed,Done,64008,7501,10668,22,3,17933,10,138
scrambling,byte,linked,Done,8930,7501,11908,1,25,159,15,18
scrambling,bit,linked,Done,64008,7501,10668,8,1,4053,2,138
scrambling,byte,array,Done,8930,7501,11908,1,1,192,1,20
scrambling,bit,array,Done,64000,7501,10668,37,2,4532,4,138
scrambling,byte,hashed,Done,8924,7551,11900,4,1,654,50,23
scrambling,bit,hashed,Done,65024,7551,10840,21,3,18476,10,141
scrambling,byte,linked,Done,8928,7551,11904,1,25,157,0,20
scrambling,bit,linked,Done,65280,7551,10880,7,2,4124,3,141
scrambling,byte,array,Done,8924,7551,11900,2,25,227,1,19
scrambling,bit,array,Done,65280,7551,10880,6,1,4720,63,152
scrambling,byte,hashed,Done,9025,7601,12036,5,22,686,1,18
scrambling,bit,hashed,Done,65016,7601,10836,22,5,19404,10,139
scrambling,byte,linked,Done,9021,7601,12028,2,23,168,1,19
scrambling,bit,linked,Done,65024,7601,10840,8,4,4120,44,144
scrambling,byte,array,Done,9016,7601,12024,14,21,193,1,20
scrambling,bit,array,Done,64768,7601,10796,7,1,4651,5,140
scrambling,byte,hashed,Done,9024,7651,12032,10,4,685,2,17
scrambling,bit,hashed,Done,65280,7651,10880,21,3,18767,10,139
scrambling,byte,linked,Done,9024,7651,12032,2,1,159,1,19
scrambling,bit,linked,Done,65016,7651,10836,7,1,3968,3,143
scrambling,byte,array,Done,9025,7651,12036,2,0,211,1,20
scrambling,bit,array,Done,65520,7651,10920,6,1,4712,70,154
scrambling,byte,hashed,Done,9120,7701,12160,11,3,656,1,18
scrambling,bit,hashed,Done,66304,7701,11052,26,6,20240,11,142
scrambling,byte,linked,Done,9120,7701,12160,5,22,164,0,20
scrambling,bit,linked,Done,65520,7701,10920,7,3,4162,2,143
scrambling,byte,array,Done,9120,7701,12160,5,22,226,1,19
scrambling,bit,array,Done,67328,7701,11224,6,21,5002,6,143
scrambling,byte,hashed,Done,9215,7751,12288,11,3,682,1,19
scrambling,bit,hashed,Done,66792,7751,11132,22,16,22629,12,146
scrambling,byte,linked,Done,9212,7751,12284,2,2,154,0,20
scrambling,bit,linked,Done,66048,7751,11008,7,4,4316,2,147
scrambling,byte,array,Done,9216,7751,12288,1,1,187,1,20
scrambling,bit,array,Done,66048,7751,11008,8,0,4827,70,163
scrambling,byte,hashed,Done,9215,7801,12288,11,3,723,1,20
scrambling,bit,hashed,Done,66304,7801,11052,58,4,19772,11,144
scrambling,byte,linked,Done,9212,7801,12284,5,26,138,1,19
scrambling,bit,linked,Done,66816,7801,11136,7,2,4427,3,144
scrambling,byte,array,Done,9212,7801,12284,4,22,221,1,20
scrambling,bit,array,Done,66560,7801,11096,6,1,4943,11,143
scrambling,byte,hashed,Done,9310,7851,12416,2,35,719,1,20
scrambling,bit,hashed,Done,66816,7851,11136,23,4,21726,11,145
scrambling,byte,linked,Done,9310,7851,12416,4,3,165,1,19
scrambling,bit,linked,Done,67328,7851,11224,16,20,4389,2,149
scrambling,byte,array,Done,9306,7851,12408,3,1,223,1,20
scrambling,bit,array,Done,68112,7851,11352,5,30,5082,5,148
scrambling,byte,hashed,Done,9306,7901,12408,11,3,666,1,19
scrambling,bit,hashed,Done,67080,7901,11180,21,4,21154,10,148
scrambling,byte,linked,Done,9282,7901,12376,2,0,143,1,20
scrambling,bit,linked,Done,67080,7901,11180,36,4,4601,3,145
scrambling,byte,array,Done,9310,7901,12416,1,1,201,1,19
scrambling,bit,array,Done,67072,7901,11180,7,22,4963,5,145
scrambling,byte,hashed,Done,9405,7951,12540,11,3,694,2,19
scrambling,bit,hashed,Done,68376,7951,11396,22,4,21878,11,147
scrambling,byte,linked,Done,9409,7951,12548,1,18,133,0,21
scrambling,bit,linked,Done,68120,7951,11356,8,3,4718,35,148
scrambling,byte,array,Done,9408,7951,12544,5,20,206,1,22
scrambling,bit,array,Done,68120,7951,11356,5,1,5068,6,146
scrambling,byte,hashed,Done,9409,8001,12548,5,19,712,1,18
scrambling,bit,hashed,Done,68120,8001,11356,22,4,22724,12,150
scrambling,byte,linked,Done,9408,8001,12544,5,3,171,0,20
scrambling,bit,linked,Done,67848,8001,11308,7,1,4355,2,147
scrambling,byte,array,Done,9408,8001,12544,3,36,243,1,18
scrambling,bit,array,Done,69432,8001,11572,6,1,5262,6,149
scrambling,byte,hashed,Done,9494,8051,12660,6,21,708,1,19
scrambling,bit,hashed,Done,68904,8051,11484,30,5,24881,13,148
scrambling,byte,linked,Done,9504,8051,12672,1,0,134,0,21
scrambling,bit,linked,Done,68904,8051,11484,13,3,4569,48,153
scrambling,byte,array,Done,9504,8051,12672,5,2,232,1,21
scrambling,bit,array,Done,68376,8051,11396,13,1,5119,5,148
scrambling,byte,hashed,Done,9603,8101,12804,11,16,741,1,19
scrambling,bit,hashed,Done,69168,8101,11528,60,5,23444,12,149
scrambling,byte,linked,Done,9600,8101,12800,1,36,134,1,21
scrambling,bit,linked,Done,69160,8101,11528,18,7,4610,49,151
scrambling,byte,array,Done,9600,8101,12800,11,1,200,1,21
scrambling,bit,array,Done,69432,8101,11572,8,1,5301,6,152
scrambling,byte,hashed,Done,9595,8151,12796,5,2,716,1,20
scrambling,bit,hashed,Done,70216,8151,11704,23,6,25756,13,152
scrambling,byte,linked,Done,9603,8151,12804,1,33,166,1,20
scrambling,bit,linked,Done,69168,8151,11528,11,3,4772,3,149
scrambling,byte,array,Done,9603,8151,12804,2,26,238,1,21
scrambling,bit,array,Done,69960,8151,11660,5,1,5325,6,150
scrambling,byte,hashed,Done,9702,8201,12936,3,0,728,2,19
scrambling,bit,hashed,Done,69696,8201,11616,29,4,23893,12,150
scrambling,byte,linked,Done,9702,8201,12936,5,4,179,1,19
scrambling,bit,linked,Done,70216,8201,11704,20,6,4795,54,161
scrambling,byte,array,Done,9696,8201,12928,5,2,231,1,21
scrambling,bit,array,Done,71280,8201,11880,13,1,5530,5,154
scrambling,byte,hashed,Done,9700,8251,12936,6,2,742,2,20
scrambling,bit,hashed,Done,71280,8251,11880,25,4,25310,12,152
scrambling,byte,linked,Done,9700,8251,12936,1,1,136,0,21
scrambling,bit,linked,Done,70216,8251,11704,10,2,4720,3,151
scrambling,byte,array,Done,9700,8251,12936,2,24,213,1,21
scrambling,bit,array,Done,69960,8251,11660,7,0,5355,5,150
scrambling,byte,hashed,Done,9800,8301,13068,2,23,737,1,21
scrambling,bit,hashed,Done,70752,8301,11792,44,5,26249,16,151
scrambling,byte,linked,Done,9801,8301,13068,4,23,178,1,21
scrambling,bit,linked,Done,70488,8301,11748,35,7,4703,2,155
scrambling,byte,array,Done,9801,8301,13068,2,0,210,1,20
scrambling,bit,array,Done,71016,8301,11836,6,1,5507,6,152
scrambling,byte,hashed,Done,9797,8351,13064,3,0,715,1,20
scrambling,bit,hashed,Done,71264,8351,11880,39,4,25482,12,154
scrambling,byte,linked,Done,9801,8351,13068,5,22,151,1,21
scrambling,bit,linked,Done,71288,8351,11884,11,1,4874,2,161
scrambling,byte,array,Done,9800,8351,13068,1,0,216,1,22
scrambling,bit,array,Done,71288,8351,11884,16,1,5572,5,152
scrambling,byte,hashed,Done,9900,8401,13200,3,22,709,1,20
scrambling,bit,hashed,Done,71288,8401,11884,25,10,26303,13,154
scrambling,byte,linked,Done,9900,8401,13200,6,3,175,0,22
scrambling,bit,linked,Done,71288,8401,11884,7,3,4781,64,186
scrambling,byte,array,Done,9898,8401,13200,4,2,253,1,22
scrambling,bit,array,Done,71288,8401,11884,14,1,5555,6,153
scrambling,byte,hashed,Done,9894,8451,13192,6,1,741,1,20
scrambling,bit,hashed,Done,71824,8451,11972,26,5,27121,14,157
scrambling,byte,linked,Done,9900,8451,13200,2,0,155,0,22
scrambling,bit,linked,Done,71808,8451,11968,11,23,5056,3,154
scrambling,byte,array,Done,9898,8451,13200,2,2,245,1,22
scrambling,bit,array,Done,71824,8451,11972,16,1,5624,6,154
scrambling,byte,hashed,Done,9991,8501,13324,9,25,790,1,20
scrambling,bit,hashed,Done,73712,8501,12288,35,6,29260,14,158
scrambling,byte,linked,Done,9996,8501,13328,2,0,161,1,21
scrambling,bit,linked,Done,72360,8501,12060,7,3,4995,81,189
scrambling,byte,array,Done,9984,8501,13312,4,22,255,1,21
scrambling,bit,array,Done,72360,8501,12060,6,4,5588,6,155
scrambling,byte,hashed,Done,9999,8551,13332,3,32,786,1,21
scrambling,bit,hashed,Done,73168,8551,12196,27,4,27833,14,156
scrambling,byte,linked,Done,9999,8551,13332,1,1,155,1,21
scrambling,bit,linked,Done,73168,8551,12196,8,4,5161,46,160
scrambling,byte,array,Done,9999,8551,13332,2,24,224,1,20
scrambling,bit,array,Done,73440,8551,12240,7,1,5837,6,157
scrambling,byte,hashed,Done,10098,8601,13464,3,1,760,1,20
scrambling,bit,hashed,Done,73432,8601,12240,35,4,28960,15,157
scrambling,byte,linked,Done,10094,8601,13460,1,0,154,1,22
scrambling,bit,linked,Done,73432,8601,12240,7,3,5045,3,158
scrambling,byte,array,Done,10098,8601,13464,2,0,221,1,21
scrambling,bit,array,Done,72896,8601,12152,7,0,5830,6,158
scrambling,byte,hashed,Done,10185,8651,13580,6,2,806,1,20
scrambling,bit,hashed,Done,74520,8651,12420,48,4,29892,14,161
scrambling,byte,linked,Done,10201,8651,13604,5,20,157,1,34
scrambling,bit,linked,Done,73440,8651,12240,8,5,5227,16,169
scrambling,byte,array,Done,10201,8651,13604,4,2,276,1,20
scrambling,bit,array,Done,73440,8651,12240,6,1,5836,6,159
scrambling,byte,hashed,Done,10200,8701,13600,2,31,777,2,21
scrambling,bit,hashed,Done,74528,8701,12424,26,5,30110,15,161
scrambling,byte,linked,Done,10201,8701,13604,5,3,183,0,22
scrambling,bit,linked,Done,73712,8701,12288,27,2,5152,3,157
scrambling,byte,array,Done,10197,8701,13596,5,20,229,1,22
scrambling,bit,array,Done,73712,8701,12288,7,1,5946,6,159
scrambling,byte,hashed,Done,10302,8751,13736,2,1,797,1,22
scrambling,bit,hashed,Done,75072,8751,12512,29,4,30637,15,170
scrambling,byte,linked,Done,10302,8751,13736,1,28,184,1,21
scrambling,bit,linked,Done,74528,8751,12424,20,8,5380,2,164
scrambling,byte,array,Done,10296,8751,13728,5,3,255,1,22
scrambling,bit,array,Done,74256,8751,12376,7,24,6102,6,159
scrambling,byte,hashed,Done,10300,8801,13736,12,4,808,2,20
scrambling,bit,hashed,Done,74528,8801,12424,39,3,32652,18,160
scrambling,byte,linked,Done,10300,8801,13736,1,31,205,0,36
scrambling,bit,linked,Done,74528,8801,12424,8,2,5352,3,159
scrambling,byte,array,Done,10302,8801,13736,1,1,228,1,22
scrambling,bit,array,Done,75616,8801,12604,7,0,6171,6,162
scrambling,byte,hashed,Done,10400,8851,13868,4,1,805,2,20
scrambling,bit,hashed,Done,75072,8851,12512,32,4,30522,14,162
scrambling,byte,linked,Done,10395,8851,13860,1,24,171,0,22
scrambling,bit,linked,Done,75072,8851,12512,8,4,5268,72,168
scrambling,byte,array,Done,10403,8851,13872,1,1,223,1,22
scrambling,bit,array,Done,76176,8851,12696,13,1,6309,6,163
scrambling,byte,hashed,Done,10400,8901,13868,2,23,815,2,21
scrambling,bit,hashed,Done,75624,8901,12604,31,4,31624,14,161
scrambling,byte,linked,Done,10403,8901,13872,1,1,174,1,22
scrambling,bit,linked,Done,75624,8901,12604,19,4,5728,2,168
scrambling,byte,array,Done,10403,8901,13872,2,1,263,1,22
scrambling,bit,array,Done,75624,8901,12604,7,0,6255,6,162
scrambling,byte,hashed,Done,10500,8951,14000,6,23,882,2,21
scrambling,bit,hashed,Done,76176,8951,12696,28,5,32446,16,162
scrambling,byte,linked,Done,10506,8951,14008,1,1,170,1,22
scrambling,bit,linked,Done,77280,8951,12880,9,4,5664,3,168
scrambling,byte,array,Done,10506,8951,14008,2,1,253,1,23
scrambling,bit,array,Done,77560,8951,12928,6,1,6428,6,168
scrambling,byte,hashed,Done,10500,9001,14000,6,1,809,2,20
scrambling,bit,hashed,Done,77560,9001,12928,29,5,33928,16,167
scrambling,byte,linked,Done,10500,9001,14000,1,1,162,1,22
scrambling,bit,linked,Done,77000,9001,12836,8,2,5624,3,165
scrambling,byte,array,Done,10504,9001,14008,2,28,268,1,23
scrambling,bit,array,Done,77560,9001,12928,9,1,6469,6,166
scrambling,byte,hashed,Done,10600,9051,14136,4,1,841,1,21
scrambling,bit,hashed,Done,76720,9051,12788,31,5,33430,17,169
scrambling,byte,linked,Done,10593,9051,14124,1,1,179,0,21
scrambling,bit,linked,Done,77000,9051,12836,12,6,5713,3,177
scrambling,byte,array,Done,10608,9051,14144,1,1,245,1,23
scrambling,bit,array,Done,76728,9051,12788,6,1,6242,6,164
scrambling,byte,hashed,Done,10608,9101,14144,3,32,893,1,22
scrambling,bit,hashed,Done,77000,9101,12836,30,4,32771,15,165
scrambling,byte,linked,Done,10605,9101,14140,4,23,196,1,23
scrambling,bit,linked,Done,77000,9101,12836,9,2,5794,2,164
scrambling,byte,array,Done,10609,9101,14148,1,1,260,1,21
scrambling,bit,array,Done,77840,9101,12976,6,1,6517,6,167
scrambling,byte,hashed,Done,10712,9151,14284,6,22,851,2,22
scrambling,bit,hashed,Done,77560,9151,12928,31,5,34359,16,165
scrambling,byte,linked,Done,10706,9151,14276,1,1,164,0,23
scrambling,bit,linked,Done,77840,9151,12976,8,5,5905,2,173
scrambling,byte,array,Done,10710,9151,14280,2,24,267,1,23
scrambling,bit,array,Done,77840,9151,12976,6,1,6483,7,166
scrambling,byte,hashed,Done,10710,9201,14280,4,1,868,2,22
scrambling,bit,hashed,Done,78120,9201,13020,32,6,34926,16,167
scrambling,byte,linked,Done,10712,9201,14284,2,19,201,1,22
scrambling,bit,linked,Done,77840,9201,12976,10,27,6002,3,170
scrambling,byte,array,Done,10710,9201,14280,2,0,240,1,23
scrambling,bit,array,Done,77840,9201,12976,6,1,6522,6,167
scrambling,byte,hashed,Done,10812,9251,14416,8,24,886,2,21
scrambling,bit,hashed,Done,78960,9251,13160,50,5,35412,15,169
scrambling,byte,linked,Done,10812,9251,14416,3,27,175,1,23
scrambling,bit,linked,Done,79800,9251,13300,9,5,5923,3,171
scrambling,byte,array,Done,10815,9251,14420,1,1,243,1,23
scrambling,bit,array,Done,78400,9251,13068,6,1,6698,7,169
scrambling,byte,hashed,Done,10815,9301,14420,5,2,875,2,21
scrambling,bit,hashed,Done,78680,9301,13116,41,4,35251,17,167
scrambling,byte,linked,Done,10812,9301,14416,3,24,201,1,23
scrambling,bit,linked,Done,78960,9301,13160,9,3,5958,3,169
scrambling,byte,array,Done,10815,9301,14420,1,33,274,1,35
scrambling,bit,array,Done,78960,9301,13160,9,17,6668,7,168
scrambling,byte,hashed,Done,10918,9351,14560,4,32,889,1,22
scrambling,bit,hashed,Done,79240,9351,13208,32,4,36088,16,173
scrambling,byte,linked,Done,10920,9351,14560,2,26,205,0,24
scrambling,bit,linked,Done,79520,9351,13256,9,5,6070,2,174
scrambling,byte,array,Done,10918,9351,14560,4,27,285,1,22
scrambling,bit,array,Done,81224,9351,13540,12,22,7082,7,174
scrambling,byte,hashed,Done,10914,9401,14552,4,1,879,1,22
scrambling,bit,hashed,Done,79520,9401,13256,31,5,36144,19,171
scrambling,byte,linked,Done,10918,9401,14560,2,1,164,1,23
scrambling,bit,linked,Done,81504,9401,13584,9,4,6449,3,176
scrambling,byte,array,Done,10920,9401,14560,6,2,271,1,23
scrambling,bit,array,Done,80088,9401,13348,11,20,6755,7,171
scrambling,byte,hashed,Done,11024,9451,14700,5,1,911,2,21
scrambling,bit,hashed,Done,82368,9451,13728,34,6,38968,19,177
scrambling,byte,linked,Done,11024,9451,14700,1,8,167,1,23
scrambling,bit,linked,Done,82080,9451,13680,11,2,6284,3,176
scrambling,byte,array,Done,11021,9451,14696,1,1,259,2,21
scrambling,bit,array,Done,79800,9451,13300,6,1,6768,7,172
scrambling,byte,hashed,Done,11021,9501,14696,3,1,872,2,22
scrambling,bit,hashed,Done,81224,9501,13540,43,4,37092,19,176
scrambling,byte,linked,Done,11021,9501,14696,18,15,175,0,24
scrambling,bit,linked,Done,81504,9501,13584,36,8,6254,3,178
scrambling,byte,array,Done,11024,9501,14700,2,26,288,1,24
scrambling,bit,array,Done,82368,9501,13728,7,1,7167,6,176
scrambling,byte,hashed,Done,11124,9551,14832,5,23,955,1,23
scrambling,bit,hashed,Done,81504,9551,13584,41,4,37738,72,176
scrambling,byte,linked,Done,11128,9551,14840,3,1,194,0,24
scrambling,bit,linked,Done,80656,9551,13444,9,2,6052,3,173
scrambling,byte,array,Done,11130,9551,14840,2,1,302,1,23
scrambling,bit,array,Done,82368,9551,13728,7,1,7219,6,176
scrambling,byte,hashed,Done,11130,9601,14840,9,19,1002,5,22
scrambling,bit,hashed,Done,82080,9601,13680,34,5,38486,17,178
scrambling,byte,linked,Done,11110,9601,14816,3,24,213,0,24
scrambling,bit,linked,Done,81224,9601,13540,13,7,6224,3,175
scrambling,byte,array,Done,11124,9601,14832,2,29,256,1,23
scrambling,bit,array,Done,81224,9601,13540,22,3,7057,7,174
scrambling,byte,hashed,Done,11227,9651,14972,4,24,935,2,22
scrambling,bit,hashed,Done,81792,9651,13632,34,4,38558,18,177
scrambling,byte,linked,Done,11236,9651,14984,1,24,226,1,22
scrambling,bit,linked,Done,81504,9651,13584,9,13,6426,3,177
scrambling,byte,array,Done,11236,9651,14984,1,1,259,1,24
scrambling,bit,array,Done,82080,9651,13680,8,1,7126,6,174
scrambling,byte,hashed,Done,11232,9701,14976,4,1,916,2,22
scrambling,bit,hashed,Done,82080,9701,13680,36,3,38061,18,176
scrambling,byte,linked,Done,11236,9701,14984,2,17,200,0,24
scrambling,bit,linked,Done,82344,9701,13724,9,5,6506,3,179
scrambling,byte,array,Done,11236,9701,14984,1,33,249,1,24
scrambling,bit,array,Done,82368,9701,13728,7,1,7217,6,175
scrambling,byte,hashed,Done,11342,9751,15124,4,1,935,1,23
scrambling,bit,hashed,Done,84384,9751,14064,35,5,40547,19,184
scrambling,byte,linked,Done,11340,9751,15120,2,1,200,1,24
scrambling,bit,linked,Done,82368,9751,13728,9,3,6569,3,181
scrambling,byte,array,Done,11336,9751,15116,2,1,296,1,22
scrambling,bit,array,Done,82360,9751,13728,25,2,7097,6,178
scrambling,byte,hashed,Done,11340,9801,15120,8,3,962,2,22
scrambling,bit,hashed,Done,82944,9801,13824,46,4,40066,21,177
scrambling,byte,linked,Done,11342,9801,15124,3,24,218,1,24
scrambling,bit,linked,Done,83520,9801,13920,13,8,6546,3,182
scrambling,byte,array,Done,11322,9801,15096,2,1,290,1,24
scrambling,bit,array,Done,83232,9801,13872,7,1,7366,6,178
scrambling,byte,hashed,Done,11448,9851,15264,5,24,967,2,23
scrambling,bit,hashed,Done,83232,9851,13872,46,3,39797,98,185
scrambling,byte,linked,Done,11445,9851,15260,2,2,208,1,24
scrambling,bit,linked,Done,83512,9851,13920,33,9,6802,3,200
scrambling,byte,array,Done,11449,9851,15268,2,32,305,1,25
scrambling,bit,array,Done,84672,9851,14112,12,22,7735,6,182
scrambling,byte,hashed,Done,11554,9901,15408,4,1,967,1,24
scrambling,bit,hashed,Done,83512,9901,13920,37,3,39624,20,178
scrambling,byte,linked,Done,11556,9901,15408,5,23,220,1,24
scrambling,bit,linked,Done,84952,9901,14160,10,2,6881,3,182
scrambling,byte,array,Done,11550,9901,15400,3,17,300,1,25
scrambling,bit,array,Done,83520,9901,13920,7,1,7645,7,180
scrambling,byte,hashed,Done,11556,9951,15408,6,29,952,2,23
scrambling,bit,hashed,Done,84680,9951,14116,35,5,40798,18,181
scrambling,byte,linked,Done,11554,9951,15408,1,28,207,1,24
scrambling,bit,linked,Done,84680,9951,14116,13,6,6990,3,181
scrambling,byte,array,Done,11550,9951,15400,6,23,284,1,24
scrambling,bit,array,Done,85264,9951,14212,7,1,7552,7,183
scrambling,byte,hashed,Done,11663,10001,15552,8,2,986,2,24
scrambling,bit,hashed,Done,84960,10001,14160,38,4,40987,19,182
scrambling,byte,linked,Done,11648,10001,15532,5,4,216,1,25
scrambling,bit,linked,Done,86728,10001,14456,10,2,7068,3,449
scrambling,byte,array,Done,11655,10001,15540,3,1,323,1,25
scrambling,bit,array,Done,84384,10001,14064,7,1,7381,7,182
scrambling,byte,hashed,Done,11660,10051,15548,4,1,964,2,23
scrambling,bit,hashed,Done,87320,10051,14556,38,6,43583,19,187
scrambling,byte,linked,Done,11663,10051,15552,2,2,217,0,25
scrambling,bit,linked,Done,85848,10051,14308,12,29,6791,3,183
scrambling,byte,array,Done,11663,10051,15552,4,2,325,1,24
scrambling,bit,array,Done,86728,10051,14456,7,21,7778,6,186
scrambling,byte,hashed,Done,11766,10101,15688,4,1,1013,2,23
scrambling,bit,hashed,Done,85824,10101,14304,46,3,43209,20,185
scrambling,byte,linked,Done,11770,10101,15696,1,27,199,0,25
scrambling,bit,linked,Done,87024,10101,14504,9,4,6961,3,188
scrambling,byte,array,Done,11772,10101,15696,3,23,276,1,24
scrambling,bit,array,Done,85848,10101,14308,9,1,7567,6,184
scrambling,byte,hashed,Done,11772,10151,15696,5,2,994,2,23
scrambling,bit,hashed,Done,85848,10151,14308,38,4,41989,18,184
scrambling,byte,linked,Done,11772,10151,15696,2,29,240,0,24
scrambling,bit,linked,Done,85848,10151,14308,10,1,6998,3,184
scrambling,byte,array,Done,11760,10151,15680,2,1,294,1,26
scrambling,bit,array,Done,85536,10151,14256,8,1,7631,6,183
scrambling,byte,hashed,Done,11772,10201,15696,3,1,958,2,24
scrambling,bit,hashed,Done,87024,10201,14504,39,4,43081,22,185
scrambling,byte,linked,Done,11760,10201,15680,2,1,213,1,24
scrambling,bit,linked,Done,86136,10201,14356,10,4,7086,3,204
scrambling,byte,array,Done,11772,10201,15696,2,1,296,1,26
scrambling,bit,array,Done,86136,10201,14356,7,1,7787,6,185
scrambling,byte,hashed,Done,11880,10251,15840,5,22,1014,2,23
scrambling,bit,hashed,Done,86728,10251,14456,37,4,43322,22,188
scrambling,byte,linked,Done,11877,10251,15836,1,1,201,0,26
scrambling,bit,linked,Done,86432,10251,14408,9,2,6837,3,186
scrambling,byte,array,Done,11880,10251,15840,3,24,312,1,25
scrambling,bit,array,Done,86432,10251,14408,8,1,7655,7,185
scrambling,byte,hashed,Done,11880,10301,15840,14,14,1022,1,24
scrambling,bit,hashed,Done,87024,10301,14504,38,4,43082,18,187
